1,In Search of Lost Time ,Marcel Proust ,1913
500,Dom Casmurro,Machado de Assis,1899
501,The Day of the Locust ,Nathanael West,1939
502,Some Prefer Nettles,Junichiro Tanizaki,1929
503,The Complete Writings of Alfred de Musset,Alfred de Musset,1857
504,Daphnis and Chloe,Longus,200
505,Parzival,Wolfram Eschenbach,1200
506,The Complete Poetry and Essential Prose of John Milton,John Milton,1674
507,The Complete Poems of Samuel Taylor Coleridge,Samuel Coleridge,1834
508,The House of the Seven Gables,Nathaniel Hawthorne,1851
509,The Nibelungenlied,Anonymous,1200
510,A Dance to the Music of Time,Anthony Powell,1951
511,The Secret History,Donna Tartt,1992
512,The Selected Works of Cesare Pavese,Cesare Pavese,
513,A Death in the Family ,James Agee,1957
514,Wings of the Dove,Henry James,1902
515,Disgrace,J. M. Coetzee,1999
516,Gimpel the Fool,Isaac B Singer,1957
517,Gilead,Marilynne Robinson,2004
518,The Joy Luck Club,Amy Tan,1989
519,A Separate Peace,John Knowles,1959
520,The Tale of Peter Rabbit,Beatrix Potter,1902
521,Cyrano de Bergerac,Edmond Rostand,1897
522,The Fall,Albert Camus,1956
523,The Moon and the Bonfires,Cesare Pavese,1949
524,We,Yevgeny Zamyatin,1921
525,Wise Blood,Flannery O'Connor,1952
526,Complete Poems,Elizabeth Bishop,1979
527,The Collected Poems of William Carlos Williams: 1909-1939,William Carlos Williams,1939
528,Cathedral,Raymond Carver,1984
529,"The Figaro Trilogy: The Barber of Seville, The Marriage of Figaro, The Guilty Mother",Pierre-Augustin Caron de Beaumarchais,1792
530,The Collected Stories of Eudora Welty,Eudora Welty,1982
531,Les Tragiques,Agrippa d'Aubigné,1616
532,Birds of America,Lorrie Moore,1998
533,His Dark Materials,Philip Pullman,1995
534,Les Destinées,Alfred de Vigny,1864
535,Love Medicine,Louise Erdrich,1984
536,Betrayed by Rita Hayworth,Manuel Puig,1968
537,The Hobbit,J. R. R. Tolkien ,1937
538,The Emigrants,Winfried Georg Sebald,1992
539,Daniel Deronda ,George Eliot,1876
540,Poet in New York,Frederico García Lorca,1929
541,Andersonville,MacKinlay Kantor,1955
542,The Man in the High Castle,Philip K. Dick,1962
543,Six Characters in Search of an Author,Luigi Pirandello,1921
544,The Transit of Venus,Shirley Hazzard,1980
545,Cold Mountain,Charles Frazier,1997
546,Ubu Roi,Alfred Jarry,1896
547,A Lost Lady,Willa Cather,1923
548,The Collected Works of Paul Valéry,Paul Valéry,1945
549,The Hamlet,William Faulkner,1940
550,Lunch Poems,Frank O'Hara,1964
551,Three Lives,Gertrude Stein,1909
552,Conversation in the Cathedral,Mario Vargas Llosa,1969
553,The Complete Poetry of César Vallejo,César Vallejo,1979
554,Carmen,Prosper Mérimée,1845
555,Marivaux: Three Plays,Pierre Carlet de Chamblain de Marivaux,1763
556,La légende des siècles,Victor Hugo,1859
557,The Last Books of Hector Viel Temperley,Hector Viel Temperley ,1982
558,Poems of Pablo Neruda,Pablo Neruda,1975
559,The Burning Plain and Other Stories,Juan Rulfo,1953
560,Los lanzallamas,Roberto Arlt,1931
561,Calligrammes,Guillaume Apollinaire,1918
562,Juan De Mairena,Antonio Machado,1936
563,La Regenta,Clarín,1884
564,The Poems of Jaime Gil de Biedma ,Jaime Gil de Biedma ,1982
565,Rimas,Gustavo Adolfo Bécquer,1850
566,Fortunata and Jacinta,Benito Pérez Galdós,1887
567,Celestina,Fernando de Rojas,1499
568,The Shipyard,Juan Carlos Onetti,1961
569,Residence on Earth,Pablo Neruda,1933
570,Trilce,César Vallejo,1922
571,Three Trapped Tigers,Guillermo Cabrera Infante,1967
572,In Chancery,John Galsworthy,1920
573,Indian Summer of a Forsyte,John Galsworthy,1918
574,Death on Credit,Louis-Ferdinand Céline,1936
575,The Hardy Boys,Franklin W. Dixon,1927
576,Awakening,John Galsworthy,1920
577,Tarzan of the Apes,Edgar Rice Burroughs,1912
578,Lad: a Dog,Albert Payson Terhune,1919
579,The Manticore,Robertson Davies,1972
580,The Progress of Love,Alice Munro,1986
581,Nero Wolfe,Rex Stout,1934
582,Fifth Business,Robertson Davies,1970
583,World of Wonders,Robertson Davies,1975
584,To Let,John Galsworthy,1921
585,The Man of Property,John Galsworth,1906
586,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,1962
587,Kolyma Tales,Varlan Shalanov,1954
588,The Sirens of Titan,Kurt Vonnegut,1959
589,Mrs. Bridge,Evan S. Connell,1959
590,Complete Stories,Dorothy Parker,1967
591,We Have Always Lived in the Castle,Shirley Jackson,1962
592,Mr Bridge,Evan S. Connell,1969
593,The Princess Bride: An Illustrated Edition of S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,1973
594,The Complete Poems,Philip Larkin,1985
595,The Poetry of Derek Walcott 1948-2013,Derek Walcott,2013
596,Freedom: A Novel,Jonathan Franzen,2010
597,Snow Crash ,Neal Stephenson,1992
598,Collected Stories,Raymond Chandler,2009
599,The Thorn Birds,Colleen McCullough,1977
600,Daisy Miller,Henry James,1878
601,Illuminations,Arthur Rimbaud,1886
602,Aunt Julia and the Scriptwriter,Mario Vargas Llosa,1977
603,Last Evenings with Teresa,Juan Marse,1965
604,The Garden of the Finzi-Continis,Giorgio Bassani,1962
605,Bohemian Lights,Ramón del Valle-Inclán,1924
606,Poems by Machado,Antonio Machado,1917
607,The Time of the Hero,Mario Vargas Llosa,1963
608,Poems of Góngora,Luis de Góngora,1600
609,Mortal y rosa,Francisco Umbral,1975
610,The Shadow Line,Joseph Conrad,1917
611,Peter Pan,J. M. Barrie,1902
612,Sanctuary,William Faulkner,1931
613,"Spain, Take This Chalice from Me",Cesar Vallejo,1937
614,The First Man,Albert Camus,1994
615,Sonnets,Julián Olivares,1625
616,The Poetry of Luis Cernuda,Luis Cernuda,1963
617,Demian,Hermann Hesse,1919
618,"Three plays: The hostage, Crusts, The humiliation of the father",Paul Claudel,1955
619,Wry-Blue Loves: Les Amours Jaunes,Tristan Corbière,1873
620,The Bean Trees,Barbara Kingsolver,1988
621,Les Contemplations,Victor Hugo,1856
622,La Nuit obscure,Jean de la Croix,
623,The Diary of a Country Priest,Georges Bernanos,1936
624,The Lover,Marguerite Duras,1984
625,Aesop's Fables,Aesop,-560
626,"Germany, a Winter Tale",Heinrich Heine,1844
627,The Poems of Wilfred Owen,Wilfred Owen,1920
628,The Fault in Our Stars,John Green,
629,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1991
630,Forbidden Colours,Yukio Mishima,1951
631,Balzac and the Little Chinese Seamstress,Dai Sijie,2000
632,Four Quartets, T. S. Eliot,1943
633,The Fortress of Solitude,Jonathan Lethem,2003
634,A House for Mr. Biswas ,V.S. Naipaul,1961
635,What We Talk About When We Talk About Love,Raymond Carver,1981
636,The Thirty-Nine Steps,John Buchan ,1915
637,And Then There Were None,Agatha Christie,1939
638,Brighton Rock,Graham Greene,1938
639,The English Patient,Michael Ondaatje,1992
640,Of Human Bondage ,W. Somerset Maugham,1915
641,"Twelfth Night: Or, What You Will",William Shakespeare,1602
642,The Return of the Native,Thomas Hardy,1878
643,Loving,Henry Green,1945
644,Henry V,William Shakespeare,1599
645,Prufrock and Other Observations,T.S. Eliot,1917
646,Norwegian Wood,Haruki Murakami,1987
647,Billy Budd,Herman Melville,1924
648,Much Ado about Nothing,William Shakespeare,1599
649,East of Eden,John Steinbeck,1952
650,The Lusiad,Luís Vaz Camões,1572
651,Studs Lonigan,James T. Farrell,1935
652,Sir Gawain and the Green Knight,Simon Armitage,2007
653,Long Day's Journey Into Night,Eugene O'Neill,1956
654,A Suitable Boy,Vikram Seth,1994
655,Nightmare Abbey ,Thomas Love Peacock,1818
656,Petersburg,Andrei Bely,1913
657,Babbitt,Sinclair Lewis,1922
658,Wise Children,Angela Carter,1991
659,The Day of the Triffids,John Wyndham,1951
660,Selected Stories,D. H. Lawrence,1930
661,Death Of A Salesman,Arthur Miller,1949
662,Poems of Alfred Lord Tennyson,Alfred Lord Tennyson,1892
663,Foundation,Isaac Asimov,1951
664,The Talented Mr. Ripley,Patricia Highsmith,1950
665,"Life, a User's Manual",Georges Perec,1978
666,Life of Pi,Yann Martel,2001
667,The Death of the Heart ,Elizabeth Bowen,1938
668,Stranger in a Strange Land,Robert A. Heinlein,1961
669,Satanic Verses,Salman Rushdie,1988
670,The End of the Affair,Graham Greene,1951
671,The Warden,Anthony Trollope,1855
672,The Prophet,Kahlil Gibran,1923
673,My Name is Red,Orhan Pamuk,2001
674,Never Let Me Go ,Kazuo Ishiguro,2005
675,Do Androids Dream of Electric Sheep?,Philip K. Dick,1968
676,White Fang,Jack London,1906
677,Black Beauty: The Autobiography of a Horse,Anna Sewell,1877
678,The Secret Agent,Joseph Conrad,1907
679,The New York Trilogy,Paul Auster,1987
680,Interview with the Vampire,Anne Rice,1976
681,"Captain Hornblower R.N.: Hornblower and the 'Atropos', The Happy Return, A Ship of the Line",C S Forester,1937
682,The Diary of a Nobody,George & Weedon Grossmith,1892
683,Northern Lights,Philip Pullman,1995
684,The Poems of Sappho,Sappho,-570
685,Legends of The Fall,Jim Harrison,1979
686,Selected Poems of Lord Byron,Lord Byron,1824
687,Miss Lonelyhearts ,Nathanael West,1933
688,Possession ,A.S. Byatt,1990
689,The Monkey Wrench Gang,Edward Abbey,1975
690,Blood and Guts in High School,Kathy Acker,1984
691,Tales of the South Pacific,James A. Michener,1947
692,JR,William Gaddis,1975
693,The Yearling,Marjorie Kinnan Rawlings,1938
694,Paddy Clarke Ha Ha Ha,Roddy Doyle,1993
695,The Lottery and Other Stories,Shirley Jackson,1949
696,Going After Cacciato,Tim O'Brien,1979
697,A Streetcar Named Desire,Tennessee Williams,1947
698,The Razor's Edge,W. Somerset Maugham,1944
699,My Book House,Olive Beaupré Miller,1921
700,The Fortunes Of Richard Mahony,Henry Handel Richardson,1929
701,Death of a Lake,Arthur William Upfield,1954
702,The Go-Between,L.P. Hartley,1953
703,The Seance and Other Stories,Isaac Bashevis Singer,1991
704,Short Friday: And Other Stories,Isaac Bashevis Singer,1991
705,A Rose for Emily,William Faulkner,1930
706,Rashomon and Seventeen Other Stories,Ryunosuke Akutagawa,1915
707,The Complete Works of Nathanael West,Nathanael West,1940
708,The Richard Trilogy,Paul Horgan,1990
709,The Bone is Pointed: An Inspector Bonaparte Mystery #6 ,Arthur W. Upfield,1938
710,The Prussian Officer,D. H. Lawrence,1914
711,The Beast in the Jungle,Henry James,1903
712,Gogol's Wife,Tommaso Landolfi,1963
713,Eight Men: Short Stories,Richard Wright,1961
714,The Poorhouse Fair: A Novel,John Updike,1959
715,Body Rags,Galway Kinnell,1968
716,The Prince and the Pauper: A Tale for Young People of All Ages,Mark Twain,1881
717,The Loneliness of the Long-distance Runner,Alan Sillitoe,1959
718,The Short Happy Life of Francis Macomber,Ernest Hemingway,1936
719,Another Country,James Baldwin,1962
720,Amelia,Henry Fielding,1751
721,Dark symphony: Negro literature in America,"James A. Emanuel (Comp), Theodore L. Gross (Joint Comp)",
722,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe,1935
723,Monsignor Quixote,Graham Greene,1982
724,The Times Are Never So Bad: A Novella and Eight Short Stories,Andre Dubus,1983
725,Mysteries,Knut Hamsun,1892
726,The Old Curiosity Shop,Charles Dickens,1941
727,The Blithedale Romance,Nathaniel Hawthorne,1852
728,"Horseman, Pass By: A Novel",Larry McMurtry,1961
729,The Negro Caravan: Writings by American Negroes,"Sterling Allen Brown, Arthur Paul Davis, Ulysses Lee",1941
730,Open Secrets: Stories,Alice Munro,1994
731,Mother Courage and Her Children,Bertolt Brecht,1939
732,The Shining,Stephen King,1977
733,Underworld,Don DeLillo,1997
734,The Left Hand Of Darkness,Ursula K. Le Guin,1969
735,Riddle of the Sands,Erskine Childers,1903
736,Murphy,Samuel Beckett,1938
737,"Cry, the Beloved Country",Alan Paton,1948
738,Dinner at the Homesick Restaurant,Anne Tyler,1982
739,The Kite Runner,Khaled Hosseini,2003
740,The Death of Artemio Cruz,Carlos Fuentes,1962
741,Cat's Cradle,Kurt Vonnegut,1963
742,Kristin Lavransdatter,Sigrid Undset,1920
743,The Wanderer,Henri Alain-Fournier,1913
744,Bridget Jones's Diary,Helen Fielding,1996
745,The Black Prince,Iris Murdoch,1973
746,Zazie in the Metro,Raymond Queneau,1959
747,Bonjour Tristesse,Francoise Sagan,1954
748,Manhattan Transfer,John Dos Passos,1925
749,Three Men in a Boat,Jerome K. Jerome,1889
750,The Notebooks of Malte Laurids Brigge,Rainer Maria Rilke,1910
751,The Human Stain,Philip Roth,2000
752,The Heart of the Matter ,Graham Greene,1948
753,V,Thomas Pynchon,1963
754,Anecdotes of Destiny,Isak Dinesen,1958
755,A Wizard of Earthsea,Ursula K. Le Guin,1968
756,The Book of Laughter and Forgetting ,Milan Kundera ,1979
757,The Magus,John Fowles,1966
758,The Half Brother: A Novel,Lars Saabye Christensen,2011
759,The English Teacher,R. K. Narayan,1945
760,Journey by Moonlight,Antal Szerb,1937
761,Aus dem Leben eines Taugenichts,Joseph von Eichendorff,1826
762,The Narrow Road to the Deep North,Matsuo Bashō,1689
763,Growth of the Soil,Knut Hamsun,1920
764,The Seventh Cross,Anna Seghers,1942
765,Stories,Heinrich von Kleist,1777
766,Soul and Other Stories,Andrey Platonov,
767,First Circle,Aleksandr Solzhenitsyn,1968
768,Simplicius Simplicissimus,Hans Jakob Christoffel von Grimmelshausen,1668
769,Schatzkästlein des Rheinischen Hausfreundes,Johann Peter Hebel,1811
770,The Three-Arched Bridge,Ismail Kadare,1978
771,Sudelbücher,Georg Christoph Lichtenberg,
772,Essays and Aphorisms,Arthur Schopenhauer,1860
773,Vendor Of Sweeets,"R. K. Narayan, R.K.",1967
774,The Complete Plays of T. S. Eliot,T. S. Eliot,1965
775,The Iceman Cometh,Eugene O'Neill,1939
776,Lenz,Georg Buchner,1839
777,The Collected Songs of Cold Mountain,Han Shan,1985
778,Édes Anna,Dezső Kosztolányi,1991
779,Italian Folktales,Italo Calvino,1956
780,Querelle,Jean Genet,1947
781,Somersault,Kenzaburō Ōe,1999
782,The Gift,Vladimir Nabokov,1938
783,Jealousy: A Novel,Alain Robbe-Grillet,1957
784,The Life and Opinions of the Tomcat Murr,E.T.A. Hoffmann,1819
785,Julius Caesar,William Shakespeare,1599
786,Siebenkäs,Jean Paul,1796
787,Le Roman de la Rose,Guillaume (de Lorris),1230
788,The Loyal Subject,Heinrich Mann,1918
789,Stories of Adalbert Stifter,Adalbert Stifter,1868
790,Cancer Ward,Aleksandr Solzhenitsyn,1967
791,"Abu Telfan, Return from the Mountains of the Moon",Wilhelm Karl Raabe,1867
792,Anniversaries,Uwe Johnson,1970
793,The Skeleton,Amrita Pritam,1950
794,Count Julian,Juan Goytisolo,1970
795,Smilla's Sense of Snow: A Novel,Peter Høeg,1992
796,The Sorrow Of War,Bao Ninh,1990
797,"The Tootinameh; Or, Tales of a Parrot","India, Iran",1560
798,First Love,Ivan Turgenev,1860
799,Track,Ernst Bloch,
800,Stories of Washington Irving,Washington Irving,1859
801,The Royal Physician's Visit: A Novel,Per Olov Enquist,1999
802,Embers,Sandor Marai,1942
803,"Memed, My Hawk",Yashar Kemal,1955
804,The Collected Stories of Heinrich Boll,Heinrich Boll,1948
805,The Black Book,Orhan Pamuk,1990
806,The Plum in the Golden Vase,Anonymous,1610
807,Hyperion,Friedrich Holderlin,1797
808,She Stoops to Conquer,Oliver Goldsmith,1773
809,Identity: A Novel,Milan Kundera,1998
810,Shahnameh,Ferdowsi,1010
811,"And where Were You, Adam?",Heinrich Böll,1951
812,The Dancing Girl of Izu and Other Stories,Yasunari Kawabata,1929
813,The Burn: A Novel in Three Books : (late Sixties--early Seventies),Vassily Aksyonov,1975
814,The Garlic Ballads: A Novel,Yan Mo,
815,"If Not Now, When?",Primo Levi,1982
816,Life and Fate,Vasily Grossman,1959
817,The Return and Other Stories,Andrey Platonov,
818,Dreamtigers,Jorge Luis Borges,1960
819,The Dog Star,Agneta Pleijel,
820,Burmese Days,George Orwell,1934
821,Confessions of a Mask,Yukio Mishima,1949
822,Ivanhoe,Walter Scott,1820
823,Elective Affinities,Johann Wolfgang von Goethe,1809
824,Teahouse,by She Lao,1957
825,Beauty and Sadness,Yasunari Kawabata,1964
826,August 1914,Aleksandr Isaevich Solzhenit︠s︡yn,1971
827,Green Henry,Gottfried Keller,1855
828,Soul Mountain,Xingjian Gao,1990
829,Romance of the Three Kingdoms,Guanzhong Luo,1301
830,The Rings of Saturn,W. G. Sebald,1998
831,Alcestis,Euripedes,-438
832,The Years with Laura Diaz,Carlos Fuentes,1999
833,Happy Moscow,Andrey Platonov,
834,La Saga/ Fuga de J. B./ The Saga/ Escape of J.B.,Gonzalo Torrente Ballester,1972
835,My City: A Hong Kong Story,Xi Xi,
836,The Stone Raft,José Saramago,1986
837,The Book of Songs,China,1937
838,Antiworlds,Andrey Voznesensky,
839,The Radetzky March,Joseph Roth,1932
840,Les Enfants Terribles,Jean Cocteau,1929
841,Thousand Cranes,Yasunari Kawabata,1952
842,As You Like it,William Shakespeare,1623
843,Perfume,Patrick Suskind,1985
844,A Tomb for Boris Davidovich,Danilo Kiš,1976
845,Venus in Furs,Leopold Von Sacher-Masoch,1870
846,The Eustace Diamonds,Anthony Trollope,1871
847,The Collected Plays of W.B. Yeats,William Butler Yeats,1939
848,Another Country,Karel Schoeman,1984
849,The Stechlin,Theodor Fontane,1899
850,Stories from the Lord Keuner,Dieter Wöhrle,1926
851,Fateless,Imre Kertész,1975
852,The Reader,Bernhard Schlink,1995
853,Story of the Eye,Georges Bataille,1928
854,The Kalevala,Elias Lönnrot,1835
855,Kokoro,Sōseki Natsume,1914
856,Black Sheep,Georgette Heyer ,1966
857,Way of All Flesh,Samuel Butler,1903
858,Bel Canto,Ann Patchett,2001
859,Tales from the Kathasaritsagara,Somadeva,1070
860,Franny and Zooey,J. D. Salinger,1961
861,Sister Carrie,Theodore Dreiser,1900
862,Schindler's List,Thomas Keneally,1982
863,A Fine Balance,Rohinton Mistry,1995
864,Haroun and the Sea of Stories,Salman Rushdie,1990
865,The Moonstone,Wilkie Collins,1868
866,The Merry Adventures of Robin Hood,Howard Pyle,1883
867,American Psycho,Bret Easton Ellis,1991
868,The Old Wives' Tale,Arnold Bennett,1908
869,Party Going,Henry Green,1939
870,Master and Commander,Patrick O'Brian,1969
871,A Visit From The Goon Squad,Jennifer Egan,2010
872,Correction,Thomas Bernhard,1979
873,Red Harvest ,Dashiell Hammett,1929
874,House Made of Dawn,N. Scott Momaday,1968
875,Zuleika Dobson,Max Beerbohm,1911
876,Collected Poems of Ted Hughes,Ted Hughes,2003
877,The Power and the Glory,Graham Greene,1940
878,The Accidental Tourist,Anne Tyler,1985
879,The Moon is a Harsh Mistress,Robert A. Heinlein,1966
880,Appointment in Samarra,John O'Hara,1934
881,Where the Wild Things Are,Maurice Sendak,1963
882,The Poetry of Ezra Pound,Ezra Pound,1972
883,Goodbye to Berlin,Christopher Isherwood,1939
884,Snow Falling on Cedars,David Guterson,1994
885,Pricksongs and Descants,Robert Coover,1969
886,Pigs in Heaven,Barbara Kingsolver,1993
887,Deliverance ,James Dickey,1970
888,Under the Net ,Iris Murdoch,1954
889,Cold Comfort Farm,Stella Gibbons,1932
890,Casino Royale,Ian Fleming,1953
891,The Hunger Games,Suzanne Collins,
892,The Song of Hiawatha,Henry Wadsworth Longfellow,1855
893,The Chronicles of Barsetshire,Anthony Trollope,1855
894,A Game of Thrones,George R. R. Martin,1996
895,The Railway Children,Edith Nesbit,1906
896,The Jungle Book,Rudyard Kipling,1894
897,Red Dragon,Thomas Harris,1981
898,The Murders in the Rue Morgue,Edgar Allan Poe,1841
899,The Little Engine that Could,Platt & Munk,1930
900,Histoire de Babar,Jean de Brunhoff,1931
901,The Warlord of Mars,Edgar Rice Burroughs,1913
902,Odes,John Keats,1927
903,Swallows and Amazons,Arthur Ransome,1930
904,The Moon is Down,John Steinbeck,1942
905,Edmund Dulac's Fairy-Book,Edmund Dulac,1953
906,Kidnapped,Robert Louis Stevenson,1886
907,Killshot,Elmore Leonard,1989
908,The Cloister and the Hearth,Charles Reade,1861
909,The Plantagenet Saga,Jean Plaidy,1976
910,Forever: A Novel,Pete Hamill,2003
911,Smoky the Cowhorse,Will James,1927
912,The Scarlet Plague,Jack London,1915
913,Miss Pickerell Goes to Mars,Ellen Macgregor,1951
914,The Voyages of Doctor Dolittle,Hugh Lofting,1922
915,Jonathan Livingston Seagull,Richard Bach,1970
916,The Island Within,Ludwig Lewisohn,1928
917,The Little Grey Men,B B,1942
918,Gone Girl,Gillian Flynn,
919,Story of Ferdinand,Munro Leaf,1936
920,Miss Susie Slagle's,Augusta Tucker,1939
921,The Protocols of the Elders of Zion,Unknown,1905
922,The Ballad of Peckham Rye,Muriel Spark,1960
923,Nectar in a Sieve,Kamala Markandaya,1954
924,Sixty Stories,Donald Barthelme,1981
925,A Wild Sheep Chase,Haruki Murakami,1982
926,The Chaneysville Incident,David Bradley,1981
927,I Wish Someone Were Waiting for Me Somewhere,Anna Gavalda,2003
928,The Hour of the Star,Clarice Lispector,1977
929,Mumbo Jumbo,Ishmael Reed,1972
930,The Bridge of San Luis Rey,Thornton Wilder,1927
931,Waiting,Ha Jin,1999
932,A High Wind in Jamaica,Richard Hughes,1929
933,The Quiet American ,Graham Greene,1955
934,The Shell Seekers,Rosamunde Pilcher,1987
935,Oscar and Lucinda,Peter Carey,1988
936,What Is the What,Dave Eggers,2006
937,Enormous Changes at the Last Minute,Grace Paley,1974
938,Baudolino,Umberto Eco,2000
939,The Manuscript Found in Saragossa,Jan Potocki,1805
940,Eugene Onegin,Alexander Pushkin,1825
941,Mason & Dixon,Thomas Pynchon,1997
942,The Beautiful and Damned ,F. Scott Fitzgerald,1922
943,The Baron in the Trees,Italo Calvino,1957
944,The Days of His Grace,Eyvind Johnson,1960
945,The Road to Klockrike,Harry Martinson,1948
946,The Wind on the Moon,Eric Linklater,1944
947,Hemsöborna,August Strindberg,1887
948,Stockholm series,Per Anders Fogelström,1960
949,House with the Blind Glass Windows,Herbjørg Wassmo,
950,The Women's Room,Marilyn French,1977
951,The bells of Bicêtre,Georges Simenon,
952,Flowering Nettle,Harry Martinson,1935
953,Barefoot,Zaharia Stancu,
954,The Unknown Soldier,Väinö Linna,1954
955,The Serious Game,Hjalmar Söderberg,1912
956,The Red Room,August Strindberg,1879
957,The Book-Dealer Who Ceased Bathing,Fritiof Nilsson Piraten,1937
958,The Dwarf,Par Lagerkvist,1945
959,The Emigrants,Vilhelm Moberg,1949
960,Doctor Glas,Hjalmar Soderberg,1905
961,Dog,Kerstin Ekman,
962,Second-class Citizen,Buchi Emecheta,1974
963,The Queen's Tiara,Carl Jonas Love Almquist,1834
964,After the Flood,P.C. Jersild,1982
965,Kallocain,Karin Boye,1940
966,The Long Ships,Frans G. Bengtsson,1941
967,Simon and the Oaks,Marianne Fredriksson,1985
968,The Christmas Oratorio,Göran Tunström,
969,The Alberta Trilogy,Cora Sandel,1926
